RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,15.79,11.11,0.0,13.51
OTHER,25.0,0.0,0.0,13.33
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,11.11,0.0,0.0,5.88
ASIA-PI,18.18,21.43,0.0,19.23
WHITE,30.51,28.5,0.0,29.44
BLACK,13.56,7.69,0.0,10.71
TOTAL,28.3,26.07,0.0,27.11
