RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.70,9.09,0.00,5.96
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,6.45,11.54,0.00,8.77
ASIA-PI,5.00,2.53,0.00,3.77
WHITE,25.07,26.88,0.00,25.98
BLACK,4.55,7.02,0.00,5.78
TOTAL,15.22,17.27,0.00,16.23
