RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,9.03,8.79,9.09,8.90
OTHER,4.48,6.41,0.00,5.52
NATIVE-AM,14.29,0.00,0.00,5.88
HISP-LT,3.09,2.86,0.00,2.97
ASIA-PI,4.04,2.42,0.00,3.25
WHITE,11.80,10.27,0.00,10.99
BLACK,2.36,4.44,0.00,3.61
TOTAL,8.93,8.13,6.67,8.50
