RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.500,7.410,0.00,4.480
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,20.20,18.21,0.00,19.13
BLACK,6.900,12.20,0.00,10.00
TOTAL,17.85,17.10,0.00,17.44
