RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.91,12.56,33.33,13.83
OTHER,10.53,16.67,0.00,13.82
NATIVE-AM,16.67,12.50,0.00,14.29
HISP-LT,5.41,8.85,0.00,7.14
ASIA-PI,5.09,4.08,0.00,4.57
WHITE,18.02,15.67,14.29,16.78
BLACK,8.33,4.85,0.00,6.50
TOTAL,14.85,13.10,18.18,13.96
