RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,11.42,6.98,0.00,8.88
OTHER,5.88,14.29,0.00,11.11
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,2.50,6.67,0.00,4.71
ASIA-PI,16.13,2.78,100.0,10.29
WHITE,22.16,19.23,100.0,20.57
BLACK,5.59,4.33,0.00,4.86
TOTAL,15.29,12.61,20.00,13.81
