RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.57,2.22,0.00,2.94
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,20.69,18.66,0.00,19.52
BLACK,5.33,10.62,0.00,8.27
TOTAL,13.48,14.32,0.00,13.86
