RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.27,6.60,1.47,6.40
OTHER,4.93,6.20,0.00,5.59
NATIVE-AM,12.50,4.00,0.00,8.49
HISP-LT,1.28,1.30,3.70,1.30
ASIA-PI,2.64,4.65,0.00,3.68
WHITE,23.50,20.96,7.69,22.14
BLACK,2.18,2.90,0.00,2.59
TOTAL,17.62,16.16,4.42,16.83
