RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.940,5.000,0.00,4.970
OTHER,7.690,0.00,0.00,6.250
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,12.50,0.00,8.330
WHITE,21.27,20.34,0.00,20.79
BLACK,0.920,1.050,0.00,0.990
TOTAL,15.89,14.79,0.00,15.31
