RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.00,15.79,0.00,7.32
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,19.25,16.45,0.00,17.87
BLACK,10.00,4.55,0.00,7.69
TOTAL,16.78,15.27,0.00,16.05
