RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.810,1.140,0.00,1.450
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,5.880,0.00,3.330
WHITE,5.700,4.320,0.00,4.930
BLACK,2.670,3.810,0.00,3.370
TOTAL,3.190,3.620,0.00,3.440
