RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.00,4.000,0.00,2.080
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,0.00,0.00,0.00,0.00
BLACK,1.860,1.490,0.00,1.640
TOTAL,1.360,1.670,0.00,1.540
