RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.37,0.67,0.0,0.53
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,4.49,2.39,0.0,3.22
BLACK,2.25,3.43,0.0,2.98
TOTAL,2.06,2.74,0.0,2.46
