ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,18.18,37.81,35.71,0.00,29.41,39.36,29.58,38.43
2016 Primary,15.38,22.03,13.64,0.00,11.76,21.58,8.78,20.68
2016 Primary Runoff,0.00,0.70,4.55,0.00,0.00,8.19,3.40,6.96
2016 General,53.33,67.81,59.57,100.0,63.64,71.47,63.19,70.23
2018 Primary,0.00,31.32,14.81,0.00,15.00,19.84,11.96,20.25
2018 Primary Runoff,0.00,3.91,9.26,0.00,0.00,10.91,5.43,9.62
2018 General,44.44,72.38,55.17,100.0,47.37,68.76,50.26,67.27
