ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.67,43.05,0.00,41.93
2016 Primary,18.67,17.40,0.00,17.99
2016 Primary Runoff,12.52,11.89,0.00,12.19
2016 General,67.61,72.56,0.00,70.24
2018 Primary,32.29,27.74,0.00,29.88
2018 Primary Runoff,22.06,19.74,0.00,20.82
2018 General,67.77,66.38,0.00,67.04
