ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.30,38.35,0.00,38.81
2016 Primary,16.19,15.71,0.00,15.94
2016 Primary Runoff,6.59,5.86,0.00,6.22
2016 General,65.28,68.69,100.0,67.04
2018 Primary,15.80,16.62,0.00,16.19
2018 Primary Runoff,14.22,12.57,0.00,13.38
2018 General,59.01,60.28,75.00,59.67
