ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,38.40,38.77,58.97,38.60
2016 Primary,16.07,14.52,12.73,15.26
2016 Primary Runoff,1.15,1.03,1.82,1.09
2016 General,67.12,70.02,73.95,68.65
2018 Primary,16.17,15.12,8.90,15.61
2018 Primary Runoff,13.43,11.24,4.83,12.27
2018 General,59.27,60.62,57.56,59.98
