ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,37.77,37.84,100.0,37.82
2016 Primary,16.74,14.95,100.0,15.80
2016 Primary Runoff,4.81,4.44,0.00,4.61
2016 General,69.40,70.11,100.0,69.80
2018 Primary,13.63,13.65,0.00,13.63
2018 Primary Runoff,11.87,10.39,0.00,11.08
2018 General,57.68,58.91,40.00,58.32
