ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.73,34.23,0.00,34.45
2016 Primary,18.85,16.38,0.00,17.55
2016 Primary Runoff,4.89,3.76,0.00,4.30
2016 General,62.75,64.43,50.00,63.60
2018 Primary,16.53,14.18,0.00,15.29
2018 Primary Runoff,12.39,9.21,25.00,10.76
2018 General,55.60,53.40,40.00,54.43
