RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.780,14.03,0.00,10.80
OTHER,8.330,8.000,0.00,8.110
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,8.330,0.00,4.550
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,20.83,23.33,0.00,22.22
BLACK,14.85,22.26,0.00,19.35
TOTAL,13.83,21.16,0.00,18.23
