RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,27.69,27.40,0.00,27.54
OTHER,50.00,50.00,0.00,50.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,7.690,25.00,0.00,17.24
ASIA-PI,50.00,0.00,0.00,50.00
WHITE,41.44,34.72,0.00,37.87
BLACK,17.39,27.50,0.00,23.81
TOTAL,38.55,33.42,0.00,35.80
