RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.970,0.00,0.00,4.940
OTHER,7.410,0.00,0.00,5.560
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,23.08,0.00,0.00,15.79
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,0.00,0.00,0.00,0.00
BLACK,4.320,5.870,0.00,4.570
TOTAL,4.520,5.380,0.00,4.650
