RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,25.26,26.15,0.00,25.78
OTHER,22.22,16.67,0.00,19.05
NATIVE-AM,100.0,100.0,0.00,100.0
HISP-LT,28.57,20.00,0.00,24.14
ASIA-PI,0.00,20.00,0.00,9.520
WHITE,43.53,44.05,0.00,43.83
BLACK,25.54,34.19,0.00,30.92
TOTAL,34.99,37.77,0.00,36.60
