RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,10.00,20.00,0.00,13.33
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,35.85,29.28,0.00,32.35
BLACK,14.29,0.00,0.00,5.880
TOTAL,32.96,26.60,0.00,29.58
