RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,25.50,19.33,0.00,22.41
OTHER,13.33,30.00,0.00,20.00
NATIVE-AM,100.0,100.0,0.00,100.0
HISP-LT,31.25,23.53,0.00,27.27
ASIA-PI,12.50,13.33,0.00,12.90
WHITE,27.60,29.96,0.00,28.77
BLACK,10.99,17.18,0.00,14.93
TOTAL,23.44,24.10,0.00,23.77
