RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,31.65,33.48,50.00,32.55
OTHER,21.21,23.68,0.00,22.54
NATIVE-AM,0.00,50.00,0.00,33.33
HISP-LT,20.25,25.26,0.00,22.99
ASIA-PI,29.41,30.95,0.00,30.26
WHITE,38.97,40.23,0.00,39.61
BLACK,25.58,31.48,0.00,28.60
TOTAL,36.83,38.55,33.33,37.70
