RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,27.27,45.45,0.00,34.78
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,38.01,37.80,0.00,37.91
BLACK,26.23,22.86,0.00,24.43
TOTAL,34.29,33.60,0.00,33.87
