RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,16.67,16.67,0.00,16.67
OTHER,0.00,66.67,0.00,28.57
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,12.50,20.00,0.00,16.67
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,41.26,37.50,0.00,39.16
BLACK,11.34,19.55,0.00,16.09
TOTAL,33.60,33.05,0.00,33.27
