RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,16.28,19.11,0.00,17.75
OTHER,16.67,18.75,0.00,17.57
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,12.00,15.43,0.00,13.89
ASIA-PI,5.56,5.80,0.00,5.67
WHITE,25.89,26.72,0.00,26.33
BLACK,17.10,23.17,0.00,20.79
TOTAL,21.41,23.95,0.00,22.82
