RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.450,16.13,0.00,11.11
OTHER,0.00,33.33,0.00,16.67
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,33.33,0.00,0.00,20.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,0.00,0.00,0.00,0.00
BLACK,17.14,23.69,0.00,20.98
TOTAL,16.11,22.93,0.00,20.08
