RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.86,14.92,0.00,14.85
OTHER,6.25,15.00,0.00,11.11
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,16.67,8.33,0.00,11.11
ASIA-PI,0.00,9.09,0.00,5.00
WHITE,13.33,24.00,0.00,18.18
BLACK,19.69,29.84,0.00,25.80
TOTAL,18.62,27.85,0.00,24.09
