RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,18.00,28.70,0.00,23.72
OTHER,18.18,10.53,0.00,13.33
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,50.00,0.00,50.00
ASIA-PI,0.00,100.0,0.00,100.0
WHITE,35.29,43.33,0.00,40.43
BLACK,34.18,44.46,0.00,40.03
TOTAL,32.86,43.04,0.00,38.65
