RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,17.58,21.25,0.00,19.38
OTHER,28.57,24.39,0.00,26.19
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,21.35,18.75,0.00,20.00
ASIA-PI,11.38,8.590,0.00,9.960
WHITE,36.64,37.52,50.00,37.11
BLACK,26.60,34.14,0.00,31.11
TOTAL,29.21,31.00,25.00,30.15
