RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,21.61,25.42,0.00,23.64
OTHER,25.00,12.00,0.00,17.78
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,13.04,25.64,0.00,20.97
ASIA-PI,18.75,16.67,0.00,17.57
WHITE,31.42,33.31,100.0,32.50
BLACK,24.07,28.85,0.00,26.89
TOTAL,28.13,30.53,100.0,29.49
