RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,66.67,25.00,0.00,50.00
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,39.51,39.29,0.00,39.39
BLACK,0.00,33.33,0.00,20.00
TOTAL,40.45,38.46,0.00,39.44
