RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,23.67,40.00,25.00,30.54
OTHER,40.48,29.79,0.00,34.83
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,37.78,45.10,0.00,41.67
ASIA-PI,27.54,23.81,0.00,25.76
WHITE,49.23,52.25,0.00,50.75
BLACK,41.18,49.44,0.00,45.14
TOTAL,46.40,50.39,14.29,48.38
