ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,34.41,13.33,100.0,66.67,39.48,20.69,37.31
2016 Primary,0.00,10.03,13.33,100.0,0.00,23.96,13.98,20.30
2016 Primary Runoff,0.00,1.86,0.00,0.00,0.00,11.54,2.15,8.84
2016 General,50.00,61.96,61.54,100.0,50.00,65.38,53.68,63.94
2018 Primary,8.33,16.76,0.00,0.00,14.29,17.12,6.96,16.14
2018 Primary Runoff,0.00,2.75,0.00,0.00,0.00,13.31,4.39,10.25
2018 General,38.46,62.26,62.50,100.0,60.00,61.80,44.07,60.58
