ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,29.70,31.12,0.00,30.49
2016 Primary,14.55,13.77,0.00,14.12
2016 Primary Runoff,6.26,4.68,0.00,5.38
2016 General,55.72,59.14,50.00,57.60
2018 Primary,12.13,10.56,0.00,11.26
2018 Primary Runoff,9.06,7.54,0.00,8.21
2018 General,52.71,54.64,25.00,53.73
