ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.52,41.15,0.00,40.37
2016 Primary,24.86,23.79,0.00,24.28
2016 Primary Runoff,11.20,10.10,0.00,10.62
2016 General,67.70,69.44,75.00,68.62
2018 Primary,23.01,17.96,0.00,20.32
2018 Primary Runoff,16.58,14.37,0.00,15.40
2018 General,63.80,64.18,50.00,63.99
