ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,18.37,26.15,0.00,22.95
2016 Primary,9.99,14.93,0.00,12.87
2016 Primary Runoff,4.69,6.79,0.00,5.92
2016 General,46.31,59.72,40.00,54.16
2018 Primary,10.14,13.31,0.00,11.97
2018 Primary Runoff,2.94,2.83,0.00,2.87
2018 General,42.96,54.84,33.33,49.68
