ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2018 General,17.78,52.08,33.93,62.5,37.5,43.71,34.75,48.84
