ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,4.76,12.07,6.06,100.0,8.82,27.16,6.70,12.65
2016 Primary,7.58,5.30,2.97,0.00,0.00,18.11,2.21,6.19
2016 Primary Runoff,0.00,1.96,0.99,0.00,0.00,6.17,0.00,2.08
2016 General,40.70,40.25,40.46,66.67,19.51,49.61,28.93,39.87
2018 Primary,5.32,5.07,2.67,0.00,0.00,12.90,2.05,5.18
2018 Primary Runoff,3.19,0.81,1.34,0.00,0.00,13.95,1.04,1.95
2018 General,33.33,37.25,27.93,50.00,36.59,43.61,24.04,35.69
