RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,30.67,57.65,0.00,43.64
OTHER,37.50,42.11,0.00,40.00
NATIVE-AM,33.33,0.00,0.00,25.00
HISP-LT,50.00,51.61,0.00,50.82
ASIA-PI,45.83,33.33,0.00,38.89
WHITE,66.61,68.31,0.00,67.51
BLACK,59.50,73.75,0.00,67.54
TOTAL,60.32,68.14,0.00,64.42
