,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,63.95,73.33,0.0
1,OTHER,91.67,66.67,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,63.64,78.57,0.0
4,ASIA-PI,66.67,78.57,0.0
5,WHITE,77.55,80.69,0.0
6,BLACK,70.37,76.47,0.0
