,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.0,47.15,0.0
1,OTHER,35.29,44.44,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,75.0,25.0,0.0
4,ASIA-PI,28.57,75.0,0.0
5,WHITE,51.02,59.65,0.0
6,BLACK,36.54,49.58,0.0
