,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,41.57,45.08,0.0
1,OTHER,65.91,64.52,0.0
2,NATIVE-AM,100.0,50.0,0.0
3,HISP-LT,69.47,70.59,0.0
4,ASIA-PI,52.94,52.87,0.0
5,WHITE,64.66,67.41,100.0
6,BLACK,55.77,67.44,50.0
