,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,57.78,56.76,0.0
1,OTHER,66.67,50.0,0.0
2,NATIVE-AM,0.0,200.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,50.0,0.0,0.0
5,WHITE,71.97,76.52,0.0
6,BLACK,38.1,67.39,0.0
