,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.2,61.72,0.0
1,OTHER,66.67,63.33,0.0
2,NATIVE-AM,50.0,150.0,0.0
3,HISP-LT,50.0,74.07,0.0
4,ASIA-PI,66.67,61.9,0.0
5,WHITE,72.83,74.25,0.0
6,BLACK,53.76,70.29,0.0
