,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.17,58.82,0.0
1,OTHER,28.57,33.33,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,52.94,59.46,0.0
4,ASIA-PI,63.64,38.89,0.0
5,WHITE,63.93,67.41,0.0
6,BLACK,57.93,70.8,0.0
