,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.88,51.64,0.0
1,OTHER,60.0,57.14,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,61.76,50.0,0.0
4,ASIA-PI,40.0,25.0,0.0
5,WHITE,60.17,60.32,0.0
6,BLACK,51.89,62.43,50.0
