RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,22.22,40.44,33.33,30.38
OTHER,25.81,48.15,0.00,36.21
NATIVE-AM,33.33,0.00,0.00,33.33
HISP-LT,26.32,33.33,0.00,29.03
ASIA-PI,28.57,33.33,0.00,30.00
WHITE,54.47,49.15,0.00,51.87
BLACK,25.78,41.02,33.33,33.78
TOTAL,28.04,41.70,33.33,34.96
