,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.0,48.28,0.0
1,OTHER,63.64,60.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,62.5,68.97,0.0
4,ASIA-PI,81.82,50.0,0.0
5,WHITE,74.6,75.86,0.0
6,BLACK,70.91,74.66,0.0
