PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,72.46,75,68.28,60.8,0,63.16,73.33,0,66.67,0,100,65.85,60.47,0,41.51,36.59,100,75.38,75.04,0,71.7,65.69
03,61.43,100,50.83,48.23,0,70,50,0,0,0,0,55.93,51.85,0,31.58,22.86,100,66.12,63.33,100,61.73,45.71
04,60.81,0,45.16,47.83,0,41.67,55.56,0,0,100,0,54.55,48.84,0,30,39.29,100,67.11,61.22,0,60.42,44.58
05,66.25,0,56.67,45.45,0,50,53.85,0,0,100,0,73.77,52.54,0,29.73,48.15,66.67,69.85,69.19,0,69.75,50.00
06,62.51,100,51.14,37.5,0,50,8.33,0,0,0,100,59.26,61.54,0,30,50,50,68.57,66.96,0,53.79,40.66
07,67.33,0,67.09,49.41,0,83.33,28.57,0,100,0,0,48.84,56.52,0,61.54,50,50,69.51,67.59,0,73.14,64.89
08,68.03,100,47.67,48.25,0,54.55,27.27,0,0,0,0,66.67,50,0,41.67,36.84,0,71.71,71.4,100,71.43,48.94
09,69.93,0,55.36,45.79,0,71.43,45.45,0,0,100,0,64,38.89,0,32,57.89,50,73.06,73.79,0,74.24,50.98
10,52.76,100,34.62,28.72,0,44.44,66.67,0,50,0,0,55.1,51.28,0,40,50,0,55.57,57.25,100,58.93,39.51
11,64.18,100,59.09,49.06,0,41.18,61.54,0,100,50,0,66.67,51.72,100,37.5,29.63,100,69.07,65.13,0,65.48,60.58
12,65.06,60,47.71,44.12,100,55.56,14.29,0,0,50,100,62.5,44.74,0,45.45,18.18,100,68.82,67.99,0,74.19,57.14
13,59.06,0,41.77,35.24,0,50,42.86,0,0,0,0,67.86,60.87,0,20,27.27,80,64.67,60.97,0,59.15,36.52
14,62.81,0,46.67,32.31,0,50,50,0,0,0,0,70.37,39.13,0,35,7.69,0,67.87,66.82,0,75,52.00
15,68.22,100,61.74,49.47,0,44.44,40,0,0,0,0,61.36,50,0,28,20,0,73.64,70.6,0,59.42,49.21
16,62.95,100,54.46,38.91,0,64.71,47.62,0,50,50,0,52.14,47.96,0,27.45,29.73,80,68.25,66.42,0,68.21,50.27
TOTAL,64.52,71.43,53.7,44.61,100.0,55.0,45.68,,53.85,60.0,75.0,60.99,50.76,100.0,34.19,34.11,78.12,69.04,67.46,57.14,65.69,49.88
