PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BA,646.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,189.0,170.0,0.0,182.0,93.0
BV,402.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,177.0,158.0,0.0,34.0,23.0
CN,1171.0,0.0,12.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,121.0,114.0,0.0,620.0,287.0
CS,2123.0,0.0,33.0,9.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,6.0,0.0,650.0,502.0,0.0,594.0,306.0
CT,271.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,136.0,119.0,0.0,0.0,0.0
HF,231.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,103.0,81.0,0.0,23.0,15.0
HI,119.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,53.0,0.0,3.0,3.0
LS,757.0,0.0,11.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,314.0,291.0,0.0,72.0,50.0
PC,123.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,55.0,0.0,4.0,3.0
PE,1847.0,0.0,31.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,1.0,526.0,419.0,0.0,574.0,262.0
SC,256.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,103.0,105.0,0.0,27.0,13.0
TOTAL,7946.0,0.0,104.0,81.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,15.0,17.0,0.0,14.0,7.0,3.0,2433.0,2067.0,0.0,2133.0,1055.0
