,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.28,62.69,0.0
1,OTHER,44.44,75.0,0.0
2,NATIVE-AM,100.0,150.0,0.0
3,HISP-LT,50.0,12.5,0.0
4,ASIA-PI,83.33,40.0,0.0
5,WHITE,73.07,74.31,0.0
6,BLACK,51.95,68.01,0.0
