,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,29.57,42.67,0.0
1,OTHER,31.58,30.0,0.0
2,NATIVE-AM,50.0,20.0,0.0
3,HISP-LT,23.3,28.21,0.0
4,ASIA-PI,32.14,47.73,0.0
5,WHITE,35.02,36.59,0.0
6,BLACK,45.84,60.31,0.0
