,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.44,77.78,0.0
1,OTHER,0.0,75.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,50.0,0.0
4,ASIA-PI,100.0,50.0,0.0
5,WHITE,81.53,78.34,0.0
6,BLACK,55.59,64.67,0.0
