,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.56,46.97,0.0
1,OTHER,100.0,100.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,23.81,14.29,0.0
4,ASIA-PI,0.0,33.33,0.0
5,WHITE,58.36,62.17,100.0
6,BLACK,41.19,54.41,0.0
