,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.01,57.23,0.0
1,OTHER,22.22,37.5,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,50.0,0.0,0.0
5,WHITE,40.0,62.5,0.0
6,BLACK,48.34,70.55,0.0
