RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,37.50,54.05,0.00,45.79
OTHER,21.43,66.67,0.00,40.74
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,80.00,50.00,0.00,71.43
ASIA-PI,25.00,0.00,0.00,16.67
WHITE,40.91,28.57,0.00,34.88
BLACK,44.67,59.27,33.33,53.12
TOTAL,43.51,58.29,14.29,51.85
