PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
01B,2749.0,5.0,171.0,161.0,0.0,30.0,25.0,0.0,1.0,1.0,0.0,36.0,19.0,0.0,26.0,18.0,1.0,926.0,866.0,0.0,289.0,174.0
01C,624.0,0.0,47.0,24.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,28.0,31.0,0.0,304.0,174.0
01D,307.0,1.0,30.0,24.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,31.0,31.0,0.0,100.0,74.0
01E,3438.0,1.0,264.0,180.0,0.0,39.0,26.0,0.0,0.0,0.0,0.0,37.0,24.0,0.0,20.0,17.0,2.0,833.0,851.0,0.0,734.0,410.0
01F,484.0,0.0,34.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,12.0,25.0,0.0,217.0,151.0
01H,414.0,0.0,31.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,18.0,28.0,0.0,215.0,94.0
01I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01J,1252.0,2.0,103.0,46.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0,0.0,51.0,58.0,1.0,688.0,278.0
01P,608.0,0.0,36.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,361.0,173.0
01R,571.0,0.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,382.0,132.0
01S,839.0,0.0,55.0,32.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,15.0,13.0,2.0,446.0,263.0
01T,784.0,1.0,51.0,44.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,1.0,3.0,0.0,95.0,131.0,0.0,253.0,155.0
02A,2429.0,3.0,170.0,199.0,1.0,22.0,30.0,0.0,1.0,2.0,0.0,25.0,33.0,1.0,54.0,48.0,0.0,681.0,911.0,0.0,119.0,129.0
02B,1287.0,2.0,87.0,100.0,0.0,12.0,16.0,0.0,1.0,1.0,0.0,13.0,23.0,1.0,11.0,17.0,0.0,172.0,260.0,1.0,275.0,295.0
02C,1284.0,2.0,94.0,103.0,0.0,19.0,12.0,0.0,1.0,0.0,0.0,19.0,28.0,0.0,12.0,15.0,1.0,206.0,300.0,0.0,236.0,236.0
02D,2578.0,5.0,181.0,168.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,42.0,35.0,0.0,43.0,26.0,3.0,547.0,607.0,1.0,562.0,312.0
02E,1450.0,0.0,106.0,94.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,20.0,13.0,1.0,554.0,517.0,0.0,53.0,42.0
