,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.76,46.27,0.0
1,OTHER,57.14,66.67,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,63.64,66.67,0.0
4,ASIA-PI,16.67,33.33,0.0
5,WHITE,64.47,67.28,100.0
6,BLACK,57.94,76.31,0.0
