,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,60.47,38.89,0.0
1,OTHER,66.67,44.44,0.0
2,NATIVE-AM,100.0,50.0,0.0
3,HISP-LT,46.15,80.0,0.0
4,ASIA-PI,40.0,53.85,0.0
5,WHITE,74.02,77.17,0.0
6,BLACK,57.69,61.54,0.0
