,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.43,53.23,0.0
1,OTHER,42.86,42.31,0.0
2,NATIVE-AM,25.0,33.33,0.0
3,HISP-LT,42.31,52.63,0.0
4,ASIA-PI,41.18,33.33,0.0
5,WHITE,44.44,54.08,0.0
6,BLACK,44.92,55.09,100.0
